Location,Homeworld,Starport,Size,Atmosphere,Hydrographics,Population,Government,Law_Level,Tech_Level,Trade_Codes,Travel_Code,Temperature,Culture,NPC_Name,Race,Sex,Age,Year_Born,STR,DEX,END,INT,EDU,SOC,Career,Job,Terms,Skills,Equipment,Cash,Debt,Pension
B0908,Krimscerc,B,6,6,9,4,7,A,B,Ni,,4,Unusual Customs: Nobility,Nimdyne Onmilnor,Human,Female,42,1063,D,8,A,8,7,8,Merchants,Trader,3,"Administrating 1, Advocating 0, Anglic Language 0, Animals 1, Autocar Driving 0, Computer Training 0, Energy Rifle 0, Investigating 0, Jack of all Trades 0, Knife Fighting 1, Reconnaissance 0, Slug Pistol 0, Slug Rifle 1, Space Construction 1, Streetwise 0, Telecomm 0, Trading 1, Vilani Language 0",Free Trader,Cr40000,Cr0,Cr0
J1630,Eldratsithon,B,6,8,A,6,8,9,9,Ni Ri Wa,,9,Unusual Custom: Starport,Lt Colonel Tharnski P. Ani,Human,Female,40,1065,7,3,8,7,D,5,Marines,Star Marines,6,"Advocating 0, Anglic Language 0, Athletic Endurance 0, Battle Suit Training 2, Energy Pistol 1, Energy Rifle 1, Jack of all Trades 0, Leadership 5, Military Tactics 2, Naval Tactics 1, Portable Artillery 0, Reconnaissance 1, Sensor Reading 1, Slug Pistol 0, Slug Rifle 1, Stealth 0, Telecomm 1",Armor,Cr17000,Cr0,Cr12000
F1512,Dil,D,7,8,A,5,8,A,4,Ni Wa,,B,Obsessed,Azardrarlynn Harny,Human,Female,38,1067,1,7,4,3,6,2,Drifter,Scavenger,1,"Advocating 0, Anglic Language 0, Astrogating 1, Energy Rifle 1, Grav Flying 1, Jack of all Trades 0, Mechanical Training 1, Shotgun 1, Slug Pistol 0, Slug Rifle 0, Small Craft Piloting 1, Tank Driving 0, Vacc Suit Training 2, Zero-G Training 0",,Cr0,Cr37000,Cr0
E0516,Anni,B,7,B,3,7,9,9,9,Fl,,H,Xenophobic,4th Officer Ostiml T. Arshandy,Human,Male,44,1061,5,7,9,C,4,4,Merchants,Merchant Marine,5,"Acting 0, Anglic Language 0, Carousing 0, Companion 0, Deceiving 0, Jack of all Trades 0, Mechanical Training 1, Medical Training 0, Persuading 0, Physics 0, Stealth 1, Streetwise 1, Trading 1, Writing 0","Free Trader, 2 Ship Shares",Cr35000,Cr0,Cr10000
E0814,Awenson,D,2,2,0,5,5,6,7,De Ni Po,,8,Nexus,3rd Officer Imeli P. Jonner,Human,Female,40,1065,6,6,8,8,B,8,Merchants,Merchant Marine,5,"Administrating 1, Anglic Language 0, Companion 0, Gravitics 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Persuading 0, Survival Training 0, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 1, Veterinary 0","Free Trader, Free Trader, 1 Ship Share",Cr30000,Cr0,Cr10000
B1110,Etnstonrk,C,6,9,7,3,6,4,4,Lo Ni,,A,Taboo,Lance Corporal Dant S. Gory,Human,Male,43,1062,A,B,6,5,A,4,Marines,Support,3,"Advocating 1, Anglic Language 0, Capital Weapons 0, Computer Training 0, Energy Pistol 1, Heavy Launchers 1, Jack of all Trades 0, Knife Fighting 2, Leadership 1, Mechanical Training 0, Military Tactics 1, Shotgun 1, Slug Pistol 0, Spacecraft Piloting 0, Stealth 0, Tank Driving 0, Telecomm 3, Vacc Suit Training 2, Zero-G Training 1",TAS Membership,Cr40000,Cr0,Cr0
N1337,Manlsonretdralnk,C,6,8,5,4,4,6,7,Ga Ni,,6,Ritualized,Agent Drala I. Alstedy,Human,Female,38,1067,2,6,6,7,B,6,Agent,Corporate,2,"Anglic Language 0, Animal Riding 0, Capital Ship Helm 0, Computer Training 1, Dancing 0, Deceiving 1, Energy Pistol 0, Energy Rifle 2, Investigating 1, Jack of all Trades 0, Mechanical Training 0, Mole Trucking 0, Ortillery Gunnery 1, Reconnaissance 0, Sensor Reading 1, Ship Screens 0, Shotgun 1, Stealth 1, Streetwise 1, Vacc Suit Training 0, Vilani Language 0, Zero-G Training 0",,Cr8500,Cr0,Cr0
A0609,Mannski,A,3,7,8,3,0,0,E,Lo Ni,,A,Unusual Customs: Eating,Ithelthon Kendratth,Human,Female,45,1060,7,8,7,5,8,7,Marines,Support,2,"Administrating 0, Anglic Language 1, Athletic Co-ord 0, Battle Suit Training 0, Biology 1, Deceiving 0, Energy Pistol 1, Field Artillery 1, Jack of all Trades 0, Jumping 2, Leadership 1, Physics 0, Reconnaissance 1, Shotgun 1, Stealth 3, Streetwise 1, Survival Training 1","TAS Membership, 2 Ship Shares",Cr35000,Cr0,Cr0
B1502,Kraldove,A,5,4,4,5,6,4,8,Ag Ni,,5,Unusual Customs: Nobility,Lieutenant Ensestimta Y. Ilace,Human,Female,43,1062,3,9,6,B,4,3,Navy,Line/Crew,4,"Administrating 1, Anglic Language 0, Animal Riding 0, Athletic Co-ord 0, Autocar Driving 1, Blunt Fighting 0, Capital Ship Helm 1, Field Artillery 0, Jack of all Trades 0, Knife Fighting 2, Leadership 2, Mole Trucking 0, Naval Tactics 1, Reconnaissance 1, Slug Rifle 1, Small Craft Piloting 2, Sword Fighting 1, Vacc Suit Training 1",TAS Membership,Cr80000,Cr0,Cr0
N1232,Elinermer,X,6,5,1,4,9,5,2,Ni Po,,2,Unusual Customs: Travel,Odrellmes Niw,Human,Male,45,1060,3,9,4,9,B,8,Citizen,Corporate,5,"Administrating 1, Advocating 1, Anglic Language 0, Animal Training 0, Astrogating 0, Civil Construction 1, Diplomacy 3, Electronics 1, Energy Pistol 0, Jack of all Trades 1, Mechanical Training 0, Medical Training 0, Oynprith Language 1, Small Craft Piloting 0, Streetwise 1, Survival Training 0, Tank Driving 2, Telecomm 1, Vilani Language 0",1 Ship Share,Cr160000,Cr0,Cr10000
L2727,Ilnarnor,B,4,6,4,2,5,2,B,Lo Ni,,6,Unusual Custom: Starport,Lance Corporal Ahemon W. Venn,Human,Female,42,1063,8,1,7,9,B,7,Army,Support,1,"Anglic Language 0, Athletic Co-ord 0, Athletic Strength 0, Autocar Driving 0, Blunt Fighting 0, Energy Pistol 1, Energy Rifle 1, Field Artillery 0, Gambling 1, Heavy Launchers 1, Jack of all Trades 0, Jumpspace 0, Mole Trucking 0, Physics 0, Reconnaissance 0, Slug Pistol 1, Slug Rifle 1, Survival Training 0, Tank Driving 0, Telecomm 0, Turret Gunnery 1",Armor,Cr5000,Cr0,Cr0
A0809,Scheson,C,2,1,0,2,3,0,B,Lo Ni,,C,Peaceful,Edimnsatthenng Ery,Human,Female,42,1063,7,A,8,9,C,8,Entertainer,Performer,6,"Acting 0, Administrating 0, Anglic Language 0, Carousing 2, Civil Construction 0, Companion 0, Deceiving 0, Jack of all Trades 0, Musical Training 0, Persuading 0",2 Ship Shares,Cr90000,Cr0,Cr12000
I0427,It,E,3,4,0,5,7,B,A,De Ni Po,,6,Honorable,Bonlove Niscenladrurtilton,Human,Male,38,1067,3,1,4,4,C,4,Drifter,Wanderer,0,"Administrating 0, Anglic Language 0, Animal Riding 0, Computer Science 0, Computer Training 0, Deceiving 0, Energy Rifle 0, Investigating 0, Jack of all Trades 1, Mole Trucking 0, Motorboat Helm 0, Reconnaissance 1, Robotics 0, Small Craft Piloting 0, Stealth 0, Streetwise 0, Survival Training 0, Telecomm 1",,Cr1000,Cr0,Cr0
H2913,Etchrurrly,A,5,2,2,9,5,5,B,Hi In Na Po,,3,Nexus,Force Commander Achrathn R. Ild,Human,Female,45,1060,4,4,4,5,8,9,Marines,Support,4,"Administrating 1, Anglic Language 0, Animal Training 0, Autocar Driving 1, Battle Suit Training 0, Companion 0, Field Artillery 1, Heavy Launchers 2, Jack of all Trades 0, Knife Fighting 1, Leadership 1, Mechanical Training 3, Medical Training 2, Mole Trucking 0, Naval Tactics 1, Ortillery Gunnery 1, Persuading 0, Reconnaissance 0, Slug Pistol 1, Space Construction 0, Streetwise 0, Telecomm 0, Trading 0, Vacc Suit Training 0, Zero-G Training 1","Free Trader, Free Trader, Armor, TAS Membership",Cr55000,Cr0,Cr0
I0829,Dony,X,3,1,0,3,6,5,8,Lo Ni,,8,Tourist Attraction,Force Commander Erdelmeli A. Urpercenratsurl,Human,Female,44,1061,9,1,7,7,C,3,Marines,Ground Assault,4,"Administrating 1, Anglic Language 0, Battle Suit Training 2, Capital Ship Helm 0, Capital Weapons 0, Carousing 2, Energy Rifle 0, Genetics 0, Jack of all Trades 0, Knife Fighting 1, Leadership 4, Mechanical Training 0, Naval Tactics 1, Shotgun 0, Slug Rifle 1, Survival Training 1, Telecomm 1, Vacc Suit Training 2, Vilani Language 0, Xenology 0, Zero-G Training 0",Armor,Cr17000,Cr0,Cr0
O1731,Hernor,C,8,6,7,7,6,8,3,Ag Ga Ri,,7,Unusual Custom: Starport,Tarshoni Otadraton,Human,Female,40,1065,A,5,8,6,A,A,Citizen,Colonist,3,"Advocating 1, Anglic Language 0, Animal Training 0, Athletic Co-ord 0, Carousing 1, Computer Training 1, Deceiving 0, Fist Fighting 1, Gravitics 0, Jack of all Trades 1, Physics 0, Reconnaissance 1, Roto Flying 1, Stealth 0, Streetwise 0, Survival Training 1, Sword Fighting 1, Tank Driving 0",,Cr69000,Cr0,Cr0
O2332,Chatjacherlie,B,4,7,A,6,7,6,A,Ni Wa,,C,Liberal,Lance Corporal Aton G. Onalbrets,Human,Female,45,1060,6,5,5,8,8,6,Scout,Courier,3,"Anglic Language 0, Autocar Driving 0, Computer Training 1, Deceiving 1, Electronics 0, Energy Rifle 1, Explosives 1, Genetics 0, Heavy Launchers 0, Investigating 0, Jack of all Trades 2, Mechanical Training 0, Navigating 1, Reconnaissance 0, Robotics 1, Slug Pistol 1, Slug Rifle 0, Small Craft Piloting 1, Streetwise 0, Survival Training 2, Telecomm 2, Vacc Suit Training 1",,Cr110000,Cr0,Cr0
N0931,Lela,B,3,0,0,9,7,A,G,Hi In Na Va,,B,Ritualized,Toue Ijarni,Human,Male,42,1063,6,7,9,A,9,A,Scout,Courier,2,"Administrating 1, Anglic Language 1, Belter 0, Biology 1, Carousing 1, Companion 0, Computer Training 2, Deceiving 0, Jack of all Trades 1, Jumpspace 1, Life Support 1, Musical Training 0, Persuading 0, Planetology 1, Streetwise 0, Survival Training 0, Telecomm 0, Vacc Suit Training 1, Writing 0",Lab Ship,Cr80000,Cr0,Cr0
B1303,Mibidese,C,5,8,5,6,4,5,8,Ag Ni Ri,,6,Unusual Custom: Media,Drenda Ronk,Human,Female,44,1061,8,3,6,6,6,7,Drifter,Wanderer,2,"Anglic Language 0, Animal Farming 0, Athletic Strength 0, Battle Suit Training 0, Capital Ship Helm 1, Computer Training 0, Deceiving 1, Diplomacy 1, Field Artillery 0, Jack of all Trades 0, Leadership 1, Mechanical Training 1, Military Tactics 0, Portable Artillery 1, Roto Flying 1, Slug Pistol 0, Slug Rifle 1, Stealth 0, Streetwise 1, Survival Training 1, Telecomm 1",,Cr7000,Cr0,Cr0
P3035,Denpahn,B,8,8,A,5,7,A,B,Ni Wa,,6,Unusual Customs: Sex,3rd Officer Ilcesathn O. Ellton,Human,Female,39,1066,4,B,5,7,B,4,Merchants,Merchant Marine,5,"Administrating 1, Anglic Language 0, Animal Training 1, Astrogating 1, Capital Ship Helm 1, Carousing 1, Chemisty 0, Companion 0, Computer Training 1, Diplomacy 1, Economics 1, History 1, Jack of all Trades 0, Mechanical Training 1, Mole Trucking 0, Persuading 0, Psionicology 0, Psychology 1, Small Craft Piloting 1, Telecomm 0, Trading 0, Vacc Suit Training 0",,Cr41000,Cr0,Cr10000
L3221,Vurthon,C,3,4,1,6,8,8,7,Ni Po,,7,Fashion,Lance Corporal Nilni L. Enserko,Human,Female,39,1066,6,5,8,7,A,8,Marines,Star Marines,1,"Administrating 1, Advocating 0, Anglic Language 0, Astrogating 1, Companion 0, Computer Training 1, Energy Rifle 1, Jack of all Trades 0, Medical Training 1, Mole Trucking 0, Naval Tactics 0, Persuading 0, Slug Pistol 1, Spacecraft Piloting 1, Survival Training 3, Telecomm 1, Trading 0, Vacc Suit Training 0, Veterinary 0, Vilani Language 0",,Cr7000,Cr0,Cr0
G2015,Iltis,E,2,3,2,1,1,4,5,Lo Ni Po,,7,Degenerate,Onletltochrelt Atla,Human,Male,38,1067,1,8,4,3,8,9,Drifter,Scavenger,0,"Administrating 0, Anglic Language 0, Animal Riding 0, Autocar Driving 0, Deceiving 1, Diplomacy 1, Energy Pistol 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 1, Navigating 1, Slug Rifle 0, Small Craft Piloting 0, Spacecraft Piloting 0, Turret Gunnery 0, Vacc Suit Training 0, Zero-G Training 0","TAS Membership, Air/Raft",Cr5000,Cr0,Cr0
I0727,Ikroke,B,7,9,A,2,0,3,A,Lo Ni Wa,,6,Taboo,Werrt Elnsalgilgimlton,Human,Male,40,1065,4,5,B,8,7,5,Scout,Exploration,0,"Advocating 0, Anglic Language 0, Athletic Strength 0, Cybernetics 0, Deceiving 0, Jack of all Trades 1, Mechanical Training 0, Reconnaissance 0, Stealth 1, Streetwise 2, Survival Training 0",,Cr6000,Cr0,Cr0
E0317,Drinson,C,7,4,7,7,5,3,6,Ag,,5,Unusual Customs: Trade,Sir Rethopanson G. Stev,Human,Male,45,1060,3,7,6,4,7,B,Agent,Law Enforcement,3,"Advocating 0, Anglic Language 0, Animal Training 0, Athletic Endurance 0, Athletic Strength 1, Blunt Fighting 1, Deceiving 0, Energy 0, Genetics 0, Jack of all Trades 0, Jumping 1, Knife Fighting 1, Reconnaissance 0, Ship Screens 1, Slug Pistol 2, Slug Rifle 1, Stealth 0, Streetwise 1, Tank Driving 1",1 Ship Share,Cr0,Cr0,Cr0
M0231,Stendy,D,5,3,1,6,6,3,5,Na Ni Po,,5,Religious,Baronetess Ponski Urnerda Techretkodason of Stendy,Human,Female,42,1063,1,5,4,8,4,c,Rogue,Pirate,4,"Administrating 0, Advocating 1, Anglic Language 0, Animal Farming 0, Companion 0, Deceiving 1, Gravitics 1, Jack of all Trades 0, Knife Fighting 2, Persuading 0, Ship Screens 1, Slug Pistol 1, Stealth 1, Streetwise 1, Tank Driving 0, Telecomm 0, Trading 0, Vacc Suit Training 1",Corsair,Cr160000,Cr0,Cr0
L2729,Ronbannk,A,3,3,4,5,5,8,F,Ni,,5,Unusual Customs: Trade,2nd Officer Arck N. Antanry,Human,Female,40,1065,5,B,5,8,3,7,Merchants,Merchant Marine,5,"Anglic Language 0, Biology 0, Capital Ship Helm 1, Companion 0, Jack of all Trades 0, Mechanical Training 2, Mole Trucking 1, Persuading 2, Robotics 0, Tank Driving 2, Telecomm 2, Trading 2, Vacc Suit Training 2","Free Trader, Free Trader",Cr7000,Cr0,Cr10000
C2205,Sirelmer,C,7,8,8,9,9,A,8,Hi,,8,Degenerate,Ashanzirlie Bilnk,Human,Female,38,1067,5,9,4,B,7,9,Scout,Exploration,0,"Anglic Language 0, Astrogating 0, Diplomacy 1, Energy Pistol 1, Jack of all Trades 1, Mechanical Training 0, Mole Trucking 0, Persuading 1, Slug Pistol 0, Small Craft Piloting 0, Streetwise 1, Survival Training 0, Telecomm 1, Vacc Suit Training 1",Scout Ship,Cr120000,Cr0,Cr0
L3129,Atmanrlie,D,4,5,3,3,7,5,7,Lo Ni Po,,7,Remnant,Wimnstanrlie Krertomon,Human,Female,45,1060,2,5,4,9,9,6,Drifter,Barbarian,4,"Anglic Language 0, Animal Riding 0, Athletic Endurance 0, Carousing 1, Electronics 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Medical Training 1, Navigating 1, Ortillery Gunnery 0, Philosophy 0, Portable Artillery 0, Slug Rifle 1, Small Craft Piloting 0, Stealth 1, Survival Training 3, Tank Driving 0, Vacc Suit Training 0, Zero-G Training 0",,Cr0,Cr0,Cr0
P2936,Goni,C,4,4,0,5,9,A,6,De Ni Po,,6,Obsessed,Etlmes Arsand,Human,Female,43,1062,1,3,A,4,8,A,Entertainer,Artist,5,"Acting 1, Anglic Language 0, Athletic Strength 0, Battle Suit Training 0, Blunt Fighting 1, Companion 1, Dancing 1, Deceiving 1, Energy Rifle 1, Field Artillery 0, Gambling 1, Jack of all Trades 0, Knife Fighting 1, Mole Trucking 0, Persuading 1, Reconnaissance 2, Slug Rifle 1, Survival Training 0, Sword Fighting 0, Veterinary 0, Vilani Language 0",2 Ship Shares,Cr30000,Cr0,Cr10000
D3107,Edeni,D,7,4,8,6,7,4,3,Ag Ni,,9,Recovering,Lance Corporal Gatd E. Tejelrly,Human,Male,44,1061,B,4,3,6,7,6,Navy,Line/Crew,2,"Anglic Language 0, Animal Farming 0, Athletic Strength 0, Battle Suit Training 1, Companion 1, Energy Pistol 0, Hydroponics 0, Jack of all Trades 0, Knife Fighting 1, Naval Tactics 0, Portable Artillery 0, Ship Screens 1, Shotgun 1, Slug Pistol 1, Slug Rifle 1, Spacecraft Piloting 0, Stealth 2, Submarine Helm 0, Survival Training 0, Tank Driving 0, Telecomm 2, Zero-G Training 1",TAS Membership,Cr56000,Cr0,Cr0
G2416,Stikemon,B,3,6,3,3,2,2,A,Lo Ni,,2,Influenced,Elo Urt,Human,Female,38,1067,7,4,A,5,A,7,Agent,Corporate,0,"Administrating 0, Anglic Language 0, Archeology 1, Athletic Co-ord 1, Capital Ship Helm 1, Companion 0, Computer Training 0, Cybernetics 0, Deceiving 1, Diplomacy 0, Holography 0, Investigating 0, Jack of all Trades 0, Medical Training 0, Ortillery Gunnery 1, Reconnaissance 0, Survival Training 1, Telecomm 0",,Cr50000,Cr0,Cr0
A0302,Ithepalsa,D,2,1,0,1,0,2,8,Lo Ni,,A,Ritualized,Ernk Gend,Human,Female,43,1062,4,4,5,9,9,9,Drifter,Barbarian,2,"Anglic Language 0, Archeology 0, Capital Weapons 0, Companion 1, Energy Pistol 0, Heavy Launchers 1, Jack of all Trades 0, Knife Fighting 1, Mechanical Training 0, Medical Training 0, Military Tactics 0, Musical Training 0, Ortillery Gunnery 1, Reconnaissance 1, Shotgun 1, Slug Pistol 0, Small Craft Piloting 0, Stealth 1, Survival Training 4, Vacc Suit Training 1, Vilani Language 0, Zero-G Training 0",1 Ship Share,Cr4000,Cr0,Cr0
J1628,Anmer,B,4,4,6,3,4,7,B,Lo Ni,,2,Influenced,Ernski Kokraln,Human,Female,45,1060,B,7,2,B,B,9,Citizen,Corporate,6,"Administrating 1, Advocating 2, Anglic Language 0, Computer Training 6, Diplomacy 1, Jack of all Trades 0, Leadership 0, Medical Training 1, Musical Training 1, Oynprith Language 1, Persuading 1, Physics 0, Sculpting 0, Telecomm 0, Trading 0, Vilani Language 1, Zdetl Language 1",,Cr60000,Cr0,Cr12000
J1021,Imatgedralm,E,1,1,0,6,6,B,9,Na Ni,,4,Conservative,Amaltsart Redyne,Human,Female,43,1062,8,B,4,7,5,4,Merchants,Merchant Marine,2,"Anglic Language 0, Athletic Endurance 0, Carousing 1, Deceiving 0, Fist Fighting 1, Holography 0, Jack of all Trades 1, Medical Training 0, Persuading 0, Reconnaissance 0, Stealth 0, Streetwise 2, Survival Training 0, Turret Gunnery 1",1 Ship Share,Cr40000,Cr0,Cr0
N1339,Urcheller,C,2,3,3,7,5,5,6,Na Po,,4,Religious,Usonndy Enston,Human,Female,40,1065,4,5,8,6,9,7,Scout,Exploration,2,"Administrating 0, Anglic Language 0, Animal Training 0, Astrogating 2, Athletic Strength 0, Capital Weapons 1, Deceiving 0, Diplomacy 1, Gambling 1, Gravitics 0, Jack of all Trades 1, Knife Fighting 1, Mechanical Training 1, Reconnaissance 0, Sensor Reading 1, Shotgun 0, Stealth 1, Streetwise 1, Survival Training 0",2 Ship Shares,Cr90000,Cr0,Cr0
M0635,Ildroncoson,E,9,A,6,4,3,2,8,Ni,,9,Xenophobic,Captain Welsink O. Canrleth,Human,Male,43,1062,6,A,7,9,A,5,Merchants,Trader,2,"Administrating 1, Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 0, Autocar Driving 0, Companion 0, Computer Training 0, Deceiving 1, Explosives 2, Fist Fighting 0, Heavy Launchers 0, Investigating 1, Jack of all Trades 0, Leadership 1, Medical Training 1, Persuading 1, Reconnaissance 1, Slug Pistol 0, Slug Rifle 1, Streetwise 1, Telecomm 1, Trading 1, Vacc Suit Training 1",Armor,Cr61000,Cr0,Cr0
D3008,B8C6556-A,B,8,C,6,5,5,6,A,Fl Ni,,A,Unusual Customs: Technology,Gunnery Sergeant Sort W. Larbalpastilton,Human,Male,43,1062,7,1,1,B,7,3,Army,Infantry,5,"Anglic Language 0, Athletic Co-ord 1, Athletic Endurance 1, Deceiving 1, Energy Rifle 1, Field Artillery 0, Fist Fighting 0, Investigating 1, Jack of all Trades 0, Jumping 1, Knife Fighting 1, Leadership 1, Mole Trucking 0, Reconnaissance 3, Robotics 0, Shotgun 1, Slug Pistol 2, Slug Rifle 2, Tank Driving 2, Telecomm 0","Armor, Armor",Cr20000,Cr0,Cr10000
M0138,Obonue,B,7,4,4,6,8,9,8,Ag Ni,,6,Conservative,Marquis Onchrokrurson Harndy Shirlie of Obonue,Human,Male,42,1063,3,1,C,9,7,D,Marines,Support,6,"Administrating 0, Anglic Language 0, Animal Farming 0, Athletic Endurance 0, Battle Suit Training 2, Energy Rifle 1, Field Artillery 0, Jack of all Trades 0, Leadership 1, Medical Training 0, Military Tactics 2, Naval Tactics 2, Shotgun 1, Stealth 2, Tank Driving 1, Telecomm 2","Armor, TAS Membership",Cr40000,Cr0,Cr12000
K2121,Etdratton,E,1,0,0,2,2,1,8,Lo Ni Va,,8,Unusual Custom: Media,Sir Malbrolsison A. Arsa,Human,Male,43,1062,5,3,4,9,D,B,Drifter,Wanderer,2,"Anglic Language 0, Athletic Co-ord 0, Athletic Endurance 0, Battle Suit Training 0, Biology 1, Energy Rifle 0, Jack of all Trades 1, Linguistics 0, Mechanical Training 0, Military Tactics 0, Planetology 0, Portable Artillery 0, Shotgun 1, Stealth 0, Survival Training 0, Vacc Suit Training 0",,Cr53000,Cr0,Cr0
